scac,pol,pod,tsp,service_codes
OOLU,FIHEL,CNDLC,NLRTM,;SBE5;LL2;
OOLU,FIHEL,CNDLC,DEHAM,;;LL2;
OOLU,FIHEL,CNDLC,DEHAM,;GFS;LL2;
OOLU,FIHEL,CNDLC,DEHAM;MYPKG,;;LL4;CSS1;
OOLU,FIHEL,CNDLC,DEHAM;SGSIN,;;LL3;CSS1;
OOLU,FIHEL,CNDLC,DEHAM;SGSIN,;GFS;LL3;CSS1;
ANNU,USLGB,AUBNE,AUMEL,;
CMDU,CNZSN,NLRTM,CNYTN,;FAL6
CMDU,CNZSN,NLRTM,CNYTN,;FAL3
CMDU,CNZSN,NLRTM,CNYTN,;
MSCU,CLVAP,FIRAU,BEANR,;
MSCU,LVRIX,TRALI,BEANR,;
MSCU,CNYTN,ESALG,,
MSCU,SIKOP,CNTXG,,
ONEY,FRLEH,ZACPT,NLRTM,AL2;SRX
ONEY,FRLEH,ZACPT,ESALG,IO2;SRX
ONEY,BRSSZ,SGSIN,,SX2
ONEY,BRSSZ,SGSIN,,SX1
OOLU,FRLEH,TWTPE,MYPKG;TWKHH,;LL4;CPX;
OOLU,FRLEH,TWTPE,KRPUS;TWKHH,;LL4;PNW1;
ZIMU,BEANR,ILHFA,,ZMI
CMDU,INNSA,ESBCN,,MEDEX
CMDU,CNDLC,DKFRC,DEHAM,FAL2;
CMDU,CNDLC,DKFRC,CNNGB;DEHAM,;;
MSCU,MYPKG,NZLYT,SGSIN,;
MSCU,CNYTN,PECLL,,
ONEY,GBLGP,AUMEL,SGSIN,FE5;AU1
ONEY,BRSSZ,USSAV,COCNR,ANG;EC2
OOLU,FRLEH,USORF,,;ATE1;
ZIMU,BRSSZ,PAMIT,COCTG,GBS;NAX
ZIMU,BRSSZ,PAMIT,COCTG,GSA;NAX
ZIMU,BRSSZ,PAMIT,,
ZIMU,BRSSZ,PAMIT,COCTG,GBS;EC1
ZIMU,BRSSZ,PAMIT,COCTG,GSA;EC1
CMDU,KRPUS,USLGB,,HIXP
MSCU,MYTPP,BEANR,,LION SERVICE
MSCU,MYTPP,BEANR,,
MSCU,THLCH,ESALG,MYTPP,;
ONEY,GBLGP,JPTYO,SGSIN,FE5;JID
ONEY,GBLGP,JPTYO,SGSIN,FE5;JSM
ONEY,CAHAL,NLRTM,,AL5
OOLU,GBFXT,ILHFA,,;NET2;
ZIMU,CNKHN,AUSYD,CNSHA,;CAX
CMDU,VNHPH,USLAX,CNNSA,;PEARL
CMDU,CNNSA,SIKOP,SGSIN,TLX;BEX2
CMDU,CNNSA,SIKOP,SGSIN,MEX;BEX2
MSCU,CNSHA,ARBUE,DOCAU,SANTANA SERVICE;
MSCU,CNSHA,ARBUE,,IPANEMA SERVICE
MSCU,CNSHA,ARBUE,PTSIE,LION SERVICE;
MSCU,CNSHA,ARBUE,ESVLC;BRSSZ,;;
MSCU,MYTPP,HKHKG,,
MSCU,THLCH,ITCVV,SGSIN;ITGIT,;;
ONEY,GBSOU,PHMNL,SGSIN,FE3;PH2
ONEY,GBSOU,PHMNL,SGSIN,FE2;PH2
ONEY,CAVAN,CNTXG,KRPUS,PN3;
ONEY,CAVAN,CNTXG,KRPUS,PN4;
OOLU,GBFXT,THLCH,GBSOU;SAJED;MYPKG,;IP1;AAS;ITS;
OOLU,GBFXT,THLCH,GBSOU;SAJED;MYPKG,;IP1;EM1;ITS;
OOLU,GBFXT,THLCH,GBSOU;SAJED;MYPKG,;IP1;WM2;ITS;
OOLU,GBFXT,THLCH,SGSIN,;LL1;;
OOLU,GBFXT,THLCH,GBSOU;SAJED;MYPKG,;LL5;AAS;ITS;
OOLU,GBFXT,THLCH,GBSOU;SAJED;MYPKG,;LL5;EM1;ITS;
OOLU,GBFXT,THLCH,SGSIN,;LL1;VTS;
OOLU,GBFXT,THLCH,GBSOU;SAJED;MYPKG,;LL5;WM2;ITS;
ZIMU,CNSHA,ILHFA,,ZMP
ZIMU,CNSHA,ILHFA,,
CMDU,DEHAM,EGEDK,EGPSD,NCLEVANT;
CMDU,CNTXG,EETLL,DEHAM,FAL8;
MSCU,CNTAO,ESVLC,,
MSCU,NOKRS,KRPUS,DEBRV,;
MSCU,THLCH,SEGOT,MYTPP,;
ONEY,IDJKT,AUSYD,SGSIN,TI1;AU1
ONEY,IDJKT,AUSYD,SGSIN,TI1;AU2
ONEY,IDJKT,AUSYD,SGSIN,JID;AU1
ONEY,IDJKT,AUSYD,SGSIN,JID;AU2
ONEY,IDJKT,AUSYD,SGSIN,TI2;AU1
ONEY,IDJKT,AUSYD,SGSIN,TI2;AU2
OOLU,GBGRG,CNYTN,NLRTM,;GBL1;LL7;
OOLU,GBGRG,CNYTN,NLRTM,;GBL1;LL4;
OOLU,GBGRG,CNYTN,NLRTM,;GBL1;LL6;
OOLU,GBGRG,CNYTN,NLRTM,;GBL1;LL5;
OOLU,GBGRG,CNYTN,NLRTM,;GBL1;LL3;
OOLU,GBGRG,CNYTN,GBGRK;GBSOU,;UIS;LL5;
ZIMU,FRLEH,ILASH,,ZMI
CMDU,USMIA,GRPIR,ITGOA,AMERIGO;NEWMEX2S
CMDU,CNXMN,GBGRG,NLRTM,FAL7;
MSCU,CNTAO,ITTRS,KRPUS,;
MSCU,PHGES,USNYC,SGSIN,;
MSCU,THLCH,USMIA,SGSIN,;
MSCU,THLCH,USMIA,CNNGB,;LONE STAR EXPRESS
ONEY,IDJKT,MXZLO,SGSIN;KRPUS,TI1;SX1;AX1
ONEY,IDJKT,MXZLO,SGSIN;KRPUS,TI1;FE2;AX2
ONEY,IDJKT,MXZLO,HKHKG,CIM;AX1
ONEY,IDJKT,MXZLO,HKHKG,CIM;AX2
ONEY,IDJKT,MXZLO,SGSIN;KRPUS,JID;SX1;AX1
ONEY,IDJKT,MXZLO,SGSIN;HKHKG,JID;MD1;AX2
ONEY,CNDLC,CAHAL,KRPUS;SGSIN,BH3;PS3;EC5
ONEY,CNDLC,CAHAL,KRPUS;SGSIN,BH3;SX1;EC5
ONEY,CNDLC,CAHAL,KRPUS;SGSIN,BH3;MD3;EC5
ONEY,CNDLC,CAHAL,KRPUS;SGSIN,BH3;SX2;EC5
OOLU,GBGRG,JPUKB,NLRTM;TWKHH,;GBL1;LL6;KTX3;
OOLU,GBGRG,JPUKB,NLRTM;CNNGB,;GBL1;LL4;;
OOLU,GBGRG,JPUKB,GBSOU;CNNGB,;LL5;;
OOLU,GBGRG,JPUKB,NLRTM;CNNGB,;GBL1;LL5;;
OOLU,GBGRG,JPUKB,NLRTM;HKHKG,;GBL1;LL3;KTX2;
OOLU,GBGRG,JPUKB,NLRTM;HKHKG,;GBL1;LL3;KTX3;
OOLU,GBGRG,JPUKB,GBFXT;CNNGB,;GBL1;LL1;;
OOLU,GBGRG,JPUKB,GBGRK;GBSOU;CNNGB,;UIS;LL5;;
CMDU,BEANR,USNYC,,LIBERTY
CMDU,CNXMN,PLSZZ,SGSIN;DEHAM,FAL5;;
CMDU,CNXMN,PLSZZ,DEHAM,FAL7;
MSCU,CNTXG,CAMTR,CNNGB;PTSIE,;LION SERVICE;CANADA EXPRESS 1
MSCU,DEHAM,VNHPH,AEAUH;SGSIN,;;
MSCU,TRALI,AESHJ,GRPIR;AEAUH,;;
ONEY,IDJKT,USNYC,SGSIN,TI1;EC5
ONEY,IDJKT,USNYC,SGSIN,TI1;
ONEY,IDJKT,USNYC,SGSIN,JID;EC5
ONEY,IDJKT,USNYC,SGSIN,JID;
ONEY,IDJKT,USNYC,SGSIN,TI2;EC5
ONEY,IDJKT,USNYC,SGSIN,TI2;
ONEY,CNDLC,USLGB,KRPUS,BH3;CP8
OOLU,GBSOU,HKHKG,GBFXT;CNYTN,;LL6;;
OOLU,GBSOU,HKHKG,GBFXT;CNYTN,;LL1;;
OOLU,GBSOU,HKHKG,CNTAO,;LL5;CHL4;
OOLU,GBSOU,HKHKG,GBFXT;BEZEE,;LL1;LL3;
OOLU,GBSOU,HKHKG,GBFXT;SGSIN,;LL1;WM1;
OOLU,GBSOU,HKHKG,GBFXT;SGSIN,;LL1;LL3;
ZIMU,PECLL,VELAG,JMKIN,ZCX;VEL
CMDU,HKHKG,GBSOU,SGSIN,NEWMEX2S;FAL3
CMDU,HKHKG,GBSOU,CNYTN,;FAL3
CMDU,COBAQ,PECLL,PAMIT,URABA;WCC
CMDU,COBAQ,PECLL,COCTG,URABA;AMERXL
CMDU,COBAQ,PECLL,COCTG,URABA;WCC
MSCU,CNTXG,NZLYT,SGSIN,;
MSCU,DEWVN,MYPGU,SGSIN,;
MSCU,TRALI,DKAAR,BEANR,;
ONEY,ILASH,AUMEL,SGSIN,MD3;AU1
OOLU,HKHKG,CAVAN,,;PNW1;
OOLU,HKHKG,CAVAN,,;PNW4;
ZIMU,PHDVO,CNSHA,,CTI
CMDU,USMSY,BEANR,,VICTORY
CMDU,ESVGO,USHOU,MAPTM,AGAPOME;MEDGULF
OOLU,CNSHA,GBSOU,GBFXT,;LL6;
OOLU,CNSHA,GBSOU,,;LL5;
OOLU,CNSHA,GBSOU,CNNGB;GBFXT,;LL6;
OOLU,CNSHA,GBSOU,CNNGB,;LL5;
OOLU,CNSHA,GBSOU,GBFXT,;LL1;
OOLU,CNSHA,GBSOU,CNNGB;GBFXT,;LL1;
SEAU,BRNVT,DOCAU,COCTG,;
ANNU,CNSHA,AUMEL,,
CMDU,CNWUH,BRSSZ,CNSHA,;SEAS2
CMDU,CNWUH,BRSSZ,CNSHA,;SEAS
CMDU,CNWUH,BRSSZ,CNSHA;SGSIN,;SEAS;SEAS
CMDU,USMIA,BEANR,,VICTORY
CMDU,DEHAM,TNSFA,MTMLA,NCLEVANT;
CSFU,NLRTM,PTSET,PTLIS,;
CSFU,NLRTM,PTSET,PTLEI,;
CSFU,NLRTM,PTSET,ESVGO,;
OOLU,FRLEH,CNSHA,CNNGB,;LL4;
OOLU,FRLEH,CNSHA,,;LL4;
OOLU,FRLEH,CNSHA,,;LL5;
OOLU,FRLEH,CNSHA,CNNGB,;LL5;
OOLU,FRLEH,CNSHA,BEZEE,;LL1;
OOLU,FRLEH,CNSHA,BEZEE;CNNGB,;LL1;
OOLU,FRLEH,CNSHA,BEZEE,;LL3;
SEAU,BRNVT,PECLL,COCTG,;
CMDU,CNYTN,LVRIX,NLRTM,FAL6;
CMDU,CNYTN,LVRIX,NLRTM,FAL6;BALT1
CMDU,CNYTN,LVRIX,DEHAM,FAL6;
CMDU,CNYTN,LVRIX,GBFXT,FAL6;
CMDU,CNYTN,LVRIX,DEHAM,FAL8;
CMDU,CNYTN,LVRIX,BEANR,FAL8;
CMDU,CNYTN,LVRIX,DEHAM,;
CMDU,CNYTN,LVRIX,NLRTM,;BALT1
CMDU,CNYTN,LVRIX,DEWVN,;
CMDU,CNYTN,LVRIX,NLRTM,;
CMDU,CNYTN,LVRIX,DEHAM,FAL7;
CMDU,CNYTN,LVRIX,NLRTM,FAL7;BALT1
CMDU,CNYTN,LVRIX,NLRTM,FAL7;
CMDU,CNYTN,LVRIX,BEZEE,FAL7;BALT1
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL3;
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL6;
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL2;
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL6;ISX
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL3;ISX
CMDU,VNHPH,GBLIV,SGSIN;FRDKK,;;ISX
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL2;ISX
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL7;
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL7;ISX
CMDU,VNHPH,GBLIV,SGSIN;NLRTM,;FAL8;
CMDU,VNHPH,GBLIV,SGSIN;ESALG,;;
CMDU,DKFRC,VGRAD,DEHAM;NLRTM;ANPHI,;NCLEVANT;;
CMDU,DKFRC,VGRAD,DEHAM;NLRTM;ANPHI,;;;
CSFU,GBTEE,NLRTM,GBLGP,;
OOLU,IDJKT,AEJEA,SGSIN,;CSE1;ME1;
OOLU,IDJKT,AEJEA,SGSIN,;CSE1;;
OOLU,IDJKT,AEJEA,SGSIN,;CSE1;ME5;
OOLU,IDJKT,AEJEA,SGSIN,;;ME1;
OOLU,IDJKT,AEJEA,SGSIN,;;ME5;
SEAU,BRNVT,USHOU,,
ANNU,CNSHA,AUSYD,,
CMDU,KEMBA,GBSOU,SAJED,;EPIC
CMDU,VNSGN,ESLPA,SGSIN;ESVLC,;MEX;
CMDU,ECPSJ,MXZLO,,ACSA1
OOLU,USLGB,AUSYD,CNNGB,;PCC1;A3C;
OOLU,USLGB,AUSYD,TWKHH,;PVCS;A3N;
SEAU,BRNVT,USPEF,COCTG,;
CMDU,USOAK,JPTYO,,FUJI
CMDU,VNUIH,HRRJK,SGSIN,;BEX2
CMDU,EETLL,USNYC,DEBRV,;LIBERTY
OOLU,CNSHA,SGSIN,CNNGB,;;
OOLU,CNSHA,SGSIN,CNNGB,;PMX;
OOLU,CNSHA,SGSIN,CNNGB,;CPX3;
OOLU,CNSHA,SGSIN,CNNGB,;WM1;
OOLU,CNSHA,SGSIN,,;;
OOLU,CNSHA,SGSIN,,;ME5;
OOLU,CNSHA,SGSIN,,;RS2;
OOLU,CNSHA,SGSIN,,;FCS2;
OOLU,CNSHA,SGSIN,,;CPX;
OOLU,CNSHA,SGSIN,CNNGB,;RS2;
OOLU,CNSHA,SGSIN,CNNGB,;LL5;
OOLU,CNSHA,SGSIN,CNNGB,;ME5;
OOLU,CNSHA,SGSIN,CNNGB,;FCS2;
OOLU,CNSHA,SGSIN,CNNGB,;ME1;
OOLU,CNSHA,SGSIN,,;CSS2;
OOLU,CNSHA,SGSIN,,;LL1;
OOLU,CNSHA,SGSIN,,;CIX3;
OOLU,CNSHA,SGSIN,,;CPX3;
OOLU,CNSHA,SGSIN,CNNGB,;CPX;
OOLU,CNSHA,SGSIN,CNNGB,;LL1;
OOLU,CNSHA,SGSIN,,;PMX;
OOLU,CNSHA,SGSIN,CNNGB,;LL4;
OOLU,CNSHA,SGSIN,,;CSS3;
OOLU,CNSHA,SGSIN,,;CIX1;
OOLU,CNSHA,SGSIN,CNNGB,;CSS1;
OOLU,CNSHA,SGSIN,CNNGB,;CIX1;
SEAU,BRRIG,CLSAI,,
ANNU,CNNGB,AUSYD,,
CMDU,VNVUT,CLARI,CNSHA;PECLL,PEX3;ACSA1;INCAS
CMDU,VNVUT,CLARI,CNSHA;PECLL,PEX3;ACSA2;INCAS
CMDU,VNVUT,CLARI,CNSHA;PECLL,PEX3;ACSA3;INCAS
CMDU,EGALY,CMKBI,MAPTM,NCLEVANT;EURAF4
OOLU,SGSIN,USLAX,,;;
SEAU,BRRIG,COCTG,,
ANNU,CNSHK,AUSYD,,
CMDU,CNNKG,FRLEH,CNSHA,;
CMDU,VNVUT,FRBAS,FRLEH,FAL3;
CMDU,VNVUT,FRBAS,SGSIN;FRLEH,CJX;;
CMDU,FRLEH,KRPUS,,
OOLU,USLAX,JPTYO,,;JPX;
SEAU,BRRIG,USORF,,
ANNU,CNSHA,NZAKL,,
CMDU,CNYTN,USORF,,TWS
CMDU,CNYTN,USORF,,CJX
CMDU,CNYTN,USORF,,CBX
CMDU,ARBUE,BEANR,,SAFRAN1
CMDU,ARBUE,BEANR,MAPTM,SEAS;FEMEX1
CMDU,ARBUE,BEANR,MAPTM,SEAS;SAFRAN1
CMDU,GBGRG,JOAQB,NLRTM;SAJED;JOAQJ,;EPIC;;
CMDU,GBGRG,JOAQB,NLRTM;SAJED;JOAQJ,;FAL3;;
CMDU,GBGRG,JOAQB,NLRTM;SAJED;JOAQJ,SCX2;EPIC;;
CMDU,GBGRG,JOAQB,NLRTM;SAJED;JOAQJ,SCX2;FAL3;;
OOLU,CNXMN,NLRTM,SGSIN;BEANR,;LL1;LL7;
OOLU,CNXMN,NLRTM,SGSIN;BEANR,;LL1;LL2;
OOLU,CNXMN,NLRTM,SGSIN;BEANR,;LL1;LL5;
OOLU,CNXMN,NLRTM,,;LL3;
SEAU,BRRIO,ARBUE,BRSSZ,;
ONEY,VNUIH,USORF,SGSIN,;
ONEY,VNUIH,USORF,SGSIN,;EC5
ANNU,INNSA,AUSYD,SGSIN,;AAXEANL
ANNU,INNSA,AUSYD,SGSIN,;AAXSANL
ANNU,INNSA,AUSYD,MYPKG,;AAXSANL
CMDU,CAHAL,NLRTM,,SL1
CMDU,GBLGP,PAMIT,,WCC
CMDU,GBLGP,PAMIT,COCTG,;URABA
OOLU,ITGOA,USNYC,,;ATM1;
SEAU,BRRIO,MXVER,,
ANNU,SGSIN,AUADL,,AAXSANL
CMDU,ITGOA,USLAX,SGSIN,NEWMEX2S;CJX
CMDU,CAMTR,GALBV,BEANR,SL1;EURAF5
CMDU,GRPIR,ALDRZ,,
OOLU,SGSIN,THBKK,THLCH,;TCX;
OOLU,SGSIN,THBKK,THLCH,;AAA1;
OOLU,SGSIN,THBKK,THSCS,;ITS;
OOLU,SGSIN,THBKK,,;VTS;
OOLU,SGSIN,THBKK,THLCH,;VTS;
SEAU,BRSSZ,AWORJ,COCTG,;
ANNU,CNSHA,AUBNE,,
CMDU,VNSGN,ALDRZ,SGSIN;GRPIR,;NEWMEX2S;
CMDU,CLSAI,ECGYE,,AMERXL
CMDU,GRSKG,SEHAD,DEHAM,FEMEX1;
OOLU,THLCH,USORF,SGSIN,;AAA1;;
OOLU,THLCH,USORF,SGSIN,;AAA1;ISE;
OOLU,THLCH,USORF,,;ISE;
SEAU,BRSSZ,CLSAI,,
ANNU,CNNGB,AUMEL,,
CMDU,CNSHA,TRGEB,MTMLA,TLX;TMX3
CMDU,CNSHA,TRGEB,MTMLA,TLX;FEMEX1
CMDU,CNSHA,TRGEB,EGALY,BEX2;TULYB
CMDU,CNSHA,TRGEB,MTMLA,MEX;BSMAR
CMDU,CNSHA,TRGEB,MTMLA,MEX;TMX1
CMDU,CNSHA,TRGEB,MTMLA,;TMX1
CMDU,CNYQS,DEHAM,CNYTN,;FAL6
CMDU,CNYQS,DEHAM,CNYTN,;
CMDU,CNYQS,DEHAM,CNNSA,;FAL7
CMDU,IDSRG,CLIQQ,SGSIN;CNSHA;PECLL,;;ACSA1;INCAS
CMDU,IDSRG,CLIQQ,HKHKG;PECLL,;ACSA1;INCAS
CMDU,HKHKG,AEJEA,SGSIN,SEAS;CIMEX1
CMDU,HKHKG,AEJEA,CNSHK,;CIMEX1
CMDU,HKHKG,AEJEA,SGSIN,SEAS;CIMEX7
CMDU,HKHKG,AEJEA,CNSHK,CIX;CMX6JDX
CMDU,HKHKG,AEJEA,SGSIN,CIX;CIMEX1
CMDU,HKHKG,AEJEA,SGSIN,CIX;CIMEX7
CMDU,HKHKG,AEJEA,CNSHK,CIX;CIMEX1
OOLU,VNSGN,AUMEL,VNCLI;SGSIN,;VTS;AAA1;
OOLU,VNSGN,AUMEL,VNCLI;SGSIN,;VTS;ASA;
OOLU,VNSGN,AUMEL,VNCLI;SGSIN,;VTS;AAA2;
OOLU,VNSGN,AUMEL,VNITC;SGSIN,;KTX1;AAA1;
OOLU,VNSGN,AUMEL,VNITC;SGSIN,;KTX1;ASA;
OOLU,VNSGN,AUMEL,VNITC;SGSIN,;KTX1;AAA2;
SEAU,BRSSZ,TTPTS,COCTG;PAMIT,;;
ANNU,VNSGN,AUSYD,SGSIN,;AAXSANL
ANNU,VNSGN,AUSYD,SGSIN,;AAXEANL
CMDU,CNZSN,FRLEH,CNYTN,;
CMDU,CNCKG,ROCND,CNQZH;SGSIN,;;BEX
CMDU,CNCKG,ROCND,CNSHA,;BEX
CMDU,CNCKG,ROCND,CNSHA;MTMLA,;MEX;BSMAR
CMDU,IDJKT,ITSPE,SGSIN,;NEWMEX2S
CSFU,PTLEI,NLRTM,,
OOLU,CNTAO,BEANR,NLRTM,;LL5;
OOLU,CNTAO,BEANR,,;LL5;
OOLU,CNTAO,BEANR,NLRTM,;LL2;
OOLU,CNTAO,BEANR,,;LL2;
OOLU,CNTAO,BEANR,NLRTM,;LL6;
SEAU,BRSSZ,USBAL,COCTG,;
ANNU,CNSHK,AUMEL,,
CMDU,DEHAM,TWKHH,,FAL6
CMDU,CNDLC,LTKLJ,NLRTM,FAL2;
CMDU,CNDLC,LTKLJ,NLRTM,FAL2;BALT2
CMDU,CNDLC,LTKLJ,DEHAM,FAL2;SWX2
CMDU,CNDLC,LTKLJ,BEANR,FAL2;
CMDU,CNDLC,LTKLJ,DEHAM,FAL2;
CMDU,CNDLC,LTKLJ,NLRTM,FAL2;BALT3
CMDU,IDJKT,MXZLO,CNSHA,;ACSA1
CMDU,IDJKT,MXZLO,KRPUS,KI2;ACSA1
CSFU,IEDUB,NLRTM,,
OOLU,DEHAM,CNYTN,,;LL4;
OOLU,DEHAM,CNYTN,DEWVN,;LL1;
OOLU,DEHAM,CNYTN,,;LL3;
OOLU,DEHAM,CNYTN,,;LL6;
OOLU,DEHAM,CNYTN,,;LL7;
SEAU,CLARI,USBAL,PABLB;PAMIT,;;
ANNU,VNSGN,NZAKL,SGSIN,;
CMDU,FIHEL,USCHS,NLRTM,BALT2;VICTORY
CMDU,FIHEL,USCHS,NLRTM,BALT2;LIBERTY
CMDU,FIHEL,USCHS,NLRTM,;VICTORY
CMDU,FIHEL,USCHS,NLRTM,;LIBERTY
CMDU,FIHEL,USCHS,DEBRV,;VICTORY
CMDU,FIHEL,USCHS,DEBRV,;LIBERTY
CMDU,FIHEL,USCHS,NLRTM,BALT1;VICTORY
CMDU,FIHEL,USCHS,NLRTM,BALT1;LIBERTY
CMDU,CNDLC,LYMRA,CNTAO;MTMLA,;MEX;
CMDU,CNDLC,LYMRA,KRPUS;MTMLA,;MEX;
CMDU,CNDLC,LYMRA,CNNGB,;TLX
CMDU,CNDLC,LYMRA,CNSHA,;TLX
CMDU,CNDLC,LYMRA,CNSHA;MTMLA,;TLX;
CMDU,CNDLC,LYMRA,CNNGB;MTMLA,;MEX;
CMDU,IDJKT,NOLAR,SGSIN;NLRTM,;;NORWAY
CMDU,IDJKT,NOLAR,SGSIN;NLRTM;NOBVK,;FAL3;NORWAY;
OOLU,TRGEM,GBFXT,TRGEB,;NET;
OOLU,TRGEM,GBFXT,,;NET;
SEAU,CLSAI,ECGYE,,
ANNU,AUMEL,NZTRG,,
CMDU,FIHEL,USNYC,NLRTM,BALT2;LIBERTY
CMDU,FIHEL,USNYC,NLRTM,;LIBERTY
CMDU,FIHEL,USNYC,DEBRV,;LIBERTY
CMDU,FIHEL,USNYC,NLRTM,BALT1;LIBERTY
CMDU,CNDLC,ROCND,GRPIR,FAL2;BSMAR
CMDU,CNDLC,ROCND,CNNGB,;BEX
CMDU,CNDLC,ROCND,CNSHA,;BEX
CMDU,CNDLC,ROCND,CNNGB;MTMLA,;TLX;BSMAR
CMDU,CNDLC,ROCND,CNSHK,;BEX
CMDU,IDSRG,ALDRZ,SGSIN;GRPIR,;NEWMEX2S;
OOLU,USLAX,MYPKG,,;;
SEAU,CLSAI,GTPRQ,PABLB,;
ANNU,CNSHA,AUFRE,MYPKG,;AAXWANL
ANNU,CNSHA,AUFRE,SGSIN,;AAXWANL
CMDU,JPYOK,USNYC,KRPUS,;MANB
CMDU,JPYOK,USNYC,KRPUS,ACSA1;MANB
CMDU,JPYOK,USNYC,,CBX
CMDU,CNDLC,SEGVX,DEHAM,FAL2;
CMDU,CNDLC,SEGVX,DEHAM,FAL2;SWX2
CMDU,CNDLC,SEGVX,CNNGB;DEHAM,;;SWX2
CMDU,CNDLC,SEGVX,CNNGB;DEHAM,;;
CMDU,IDSRG,FRFOS,SGSIN,;NEWMEX2S
CMDU,IDSRG,FRFOS,SGSIN,;MEX
CMDU,IDSRG,FRFOS,SGSIN,;NEWMO
CSFU,NLRTM,GIGIB,PTLIS,;
CSFU,NLRTM,GIGIB,ESVGO,;
ANNU,CNSHA,NCNOU,AUBNE,;
OOLU,CNDLC,BEANR,NLRTM,;LL2;
OOLU,CNDLC,BEANR,,;LL2;
SEAU,CLSAI,PABLB,,
ANNU,IDJKT,AUSYD,SGSIN,;AAXEANL
ANNU,IDJKT,AUSYD,SGSIN,;AAXSANL
CMDU,TRALI,AEJEA,ITGOA,TMX2;MEX
CMDU,TRALI,AEJEA,GRPIR;SAJED,MARMAEXP;BEX;MEX
CMDU,TRALI,AEJEA,,MEGEM
CMDU,TRALI,AEJEA,GRPIR;SAJED,BSMAR;BEX;MEX
CMDU,TRALI,AEJEA,GRPIR;SAJED,CROSSMED;BEX;MEX
CMDU,TRALI,AEJEA,GRPIR;SAJED,ADRIMED;BEX;MEX
CMDU,TRALI,AEJEA,SIKOP;SAJED,ADRIMED;BEX2;MEX
CMDU,CNHUA,MXZLO,HKHKG,;ACSA1
CMDU,CNHUA,MXZLO,CNSHK,;ACSA1
CMDU,IEORK,TNBIZ,NLRTM;MTMLA,;FEMEX1;
CMDU,IEORK,TNBIZ,NLRTM;MTMLA,ISX;FEMEX1;
CSFU,NLRTM,IEORK,,
OOLU,CNTXG,BEANR,NLRTM,;LL2;
OOLU,CNTXG,BEANR,,;LL7;
OOLU,CNTXG,BEANR,,;LL2;
OOLU,CNTXG,BEANR,NLRTM,;LL7;
SEAU,CLSVE,SVAQJ,PABLB,;
ANNU,SGSIN,NZAKL,,
CMDU,TWKHH,USBAL,,TWS
CMDU,CNJMN,HRRJK,CNSHK,;BEX2
CMDU,INCCU,USORF,MYPKG,;CJX
CMDU,INCCU,USORF,SGSIN,;CJX
OOLU,CNXMN,JPTYO,,;KTX1;
OOLU,CNXMN,JPTYO,,;JCV;
ANNU,THLCH,AUFRE,SGSIN,;AAXWANL
ANNU,THLCH,AUFRE,SGSIN,;AAXSANL
CMDU,VNHPH,ROCND,SGSIN,;BEX
CMDU,CNJMN,NLRTM,CNYTN,;FAL6
CMDU,CNJMN,NLRTM,CNYTN,;FAL3
CMDU,CNJMN,NLRTM,CNYTN,;
CMDU,CNJMN,NLRTM,CNYTN,;FAL7
CMDU,INMUN,LYMRA,MTMLA,MEDEX;
CMDU,INMUN,LYMRA,MTMLA,INDAMEX;
CMDU,INMUN,LYMRA,MTMLA,EPIC;
OOLU,FIHEL,USNYC,NLRTM,;SBE5;ATE1;
OOLU,FIHEL,USNYC,DEBRV,;GFS;ATE1;
OOLU,FIHEL,USNYC,DEBRV,;;ATE1;
SEAU,COBUN,DOCAU,PABLB;PAMIT,;;
ANNU,TWKHH,AUMEL,,
CMDU,CNSHA,USORF,,MANB
CMDU,CNSHA,USORF,,CBX
CMDU,CNNGB,USORF,,MANB
CMDU,CNNGB,USORF,,CBX
CMDU,INMUN,NGAPP,,MIDAS1
OOLU,HKHKG,AUMEL,,;A3S;
SEAU,COBUN,PRSJU,PABLB;PAMIT,;;
ANNU,CNSHK,AUBNE,,
CMDU,CNTAO,NOFRK,DEHAM,FAL2;
CMDU,CNTAO,NOFRK,NLRTM,FAL3;
CMDU,CNNSA,IEDUB,CNYTN;FRDKK,;;ISX
CMDU,INNSA,TRIZT,SAJED,EPIC;MEGEM
CMDU,INNSA,TRIZT,GRPIR,MEDEX;MEGEM
CMDU,INNSA,TRIZT,SAJED,MEDEX;MEGEM
CSFU,NLRTM,ESLPA,ESVGO;ESBCN,;;
CSFU,NLRTM,ESLPA,FRFOS;ESBCN,;;
OOLU,SGSIN,AUMEL,,;AAA1;
OOLU,SGSIN,AUMEL,,;ASA;
OOLU,SGSIN,AUMEL,,;AAA2;
SEAU,COCTG,MXATM,,
ANNU,VNSGN,AUMEL,SGSIN,;AAXSANL
CMDU,FRFOS,USHOU,ESVLC,AMERIGO;MEDGULF
CMDU,CNNTG,DEHAM,CNSHA,;FAL2
