CARRIER,ORIGIN,DESTINATION,TS1,LEG0
MSCU,ITCVV,USOAK,,
MAEU,MYTPP,USLGB,CNSHA,;TP2
MSCU,BEANR,USNYC,,
MSCU,VNVUT,USPDX,KRPUS,;CHINOOK
MSCU,GBLGP,BRRIO,,
MSCU,IDPNJ,NOKRS,MYTPP;DEBRV,;;
MSCU,DEHAM,AEAUH,,
MSCU,PKBQM,PLGDY,,
MSCU,PKBQM,PLGDY,INMUN,;
MSCU,ITLIV,AEJEA,,
MAEU,NLRTM,AUFRE,MYTPP,;
MSCU,IDSRG,PECLL,KRPUS,;ANDES EXPRESS SERVICE
MSCU,CNNSA,ALDRZ,ITGIT,;
MSCU,GTPBR,PAMIT,,
MSCU,IDPNJ,USSEA,KRPUS,;CHINOOK
MSCU,DEHAM,JPYOK,AEAUH;SGSIN;KRPUS,;;;
MSCU,PLGDY,USSAV,DEBRV,;
MAEU,NLRTM,CDMAT,ESALG;CGPNR,;;
MSCU,VNVUT,AUSYD,SGSIN,;
MSCU,CNXMN,GBTEE,MYTPP;BEANR,;LION SERVICE;ANTWERP - TEESPORT - GRANGEMOUTH SERVICE
MSCU,CNXMN,GBTEE,MYTPP;BEANR,;;ANTWERP - TEESPORT - GRANGEMOUTH SERVICE
MSCU,INENR,KRPUS,LKCMB;SGSIN,;;
MSCU,INMUN,ESBCN,,
MSCU,DELBC,AESHJ,BEANR;AEAUH,;;
MSCU,THLCH,INNSA,SGSIN,;
MSCU,ITNAP,ZADUR,PTSIE,;
MAEU,NLRTM,KRPUS,CNSHA,;
MSCU,CNNGB,USSAV,,
MSCU,DEHAM,NZAKL,AUSYD,;
MSCU,DEHAM,NZAKL,AEAUH;SGSIN,;;
MSCU,INMUN,CAMTR,ESVLC,;CANADA EXPRESS 2
MSCU,INMUN,CAMTR,PTSIE,;CANADA EXPRESS 1
MSCU,INMUN,SESTO,BEANR,;
MSCU,DEWVN,JPYOK,KRPUS,;
MSCU,THLCH,USTPA,CNXMN,;
MSCU,ITSPE,JPTYO,KRPUS,;
MAEU,NLRTM,USCHS,,TA3
MSCU,GBLGP,AUSYD,,
MSCU,EGEDK,GBLGP,,
MSCU,ITLIV,USORF,,
MSCU,INNSA,MXZLO,PTSIE,;
MSCU,DKFRC,ILHFA,BEANR,;
MSCU,TRALI,AUFRE,GRPIR;SGSIN,;;CAPRICORN SERVICE
MSCU,TRALI,AUFRE,ITGIT,;
MAEU,SGSIN,FIHEL,MYTPP;DEBRV,;;
MSCU,THLCH,DEBRV,MYTPP,;
MSCU,GBFXT,AUSYD,SGSIN,;
MSCU,GBFXT,AUSYD,SGSIN,LION SERVICE;
MSCU,NLRTM,THLCH,,LION SERVICE
MSCU,INNSA,ZADUR,,
MSCU,HKHKG,USLAX,KRPUS,ANDES EXPRESS SERVICE;
MSCU,HKHKG,USLAX,,PEARL SERVICE
MSCU,TRALI,GBPRU,GBLIV,;
MSCU,ITTRS,KWSWK,SAKAC;AEAUH,;;MALABAR SERVICE
MAEU,TRAMR,PAMIT,,
MSCU,CNTXG,GBFXT,CNNGB,;
MSCU,ITSPE,AUMEL,,
MSCU,INTUT,USNYC,LKCMB,;
MSCU,IDSRG,USOAK,KRPUS,;
MSCU,IDSRG,USOAK,VNVUT,;
MSCU,TRALI,USORF,ESVLC,;
MSCU,ITTRS,LYBEN,ITGIT,;
MAEU,TWKHH,DEBRV,MYTPP,;
MSCU,CNYTN,SEGOT,MYTPP,;
MSCU,ITTRS,JPUKB,KRPUS,;
MSCU,TRGEB,USCHS,PTSIE,;
MSCU,ITTRS,SADMM,SAKAC;AEAUH,;;
MSCU,ILHFA,DKFRC,BEANR,;
MSCU,TRDRC,USCHS,PTSIE,;
MSCU,JPNGO,USLGB,KRPUS,;
MSCU,JPNGO,USLGB,VNVUT,;
MAEU,USEWR,DKKAL,DEBRV,;;
MSCU,IDJKT,MXLZC,KRPUS,;ANDES EXPRESS SERVICE
MSCU,MYPKG,USBAL,MYTPP,;
MSCU,MYPKG,USBAL,MYTPP;CNSHA,;;SANTANA SERVICE
MSCU,USNYC,FRLEH,,
MSCU,ITTRS,TWKEL,CNNGB,;TAIWAN - NINGBO FEEDER SERVICE
MSCU,INCCU,PLGDY,LKCMB;BEANR,;;
MSCU,TWKHH,ESBIO,KRPUS;MYTPP;PTSIE,;;LION SERVICE;
MSCU,KRPUS,ITVCE,ITGIT,;
MSCU,DEBRV,USLAX,PTSIE,;
MSCU,BEANR,ILHFA,,
MSCU,UYMVD,NOHAU,DEBRV,;
MSCU,KRPUS,BGVAR,TRTEK,;
MSCU,INCOK,TRMER,LKCMB;ITGIT,;;
MSCU,TWTXG,MXLZC,CNNGB,TAIWAN - NINGBO FEEDER SERVICE;ANDES EXPRESS SERVICE
MSCU,LBBEY,TRMER,,
MAEU,VNHPH,DEWVN,MYTPP,;
MSCU,BEANR,AUMEL,,
MSCU,BEANR,AUMEL,SGSIN,LION SERVICE;CAPRICORN SERVICE
MSCU,CLVAP,NLRTM,,
MSCU,VNVUT,ILASH,SGSIN,;
MSCU,MYTPP,GBTEE,BEANR,LION SERVICE;ANTWERP - TEESPORT - GRANGEMOUTH SERVICE
MSCU,MYTPP,GBTEE,BEANR,;ANTWERP - TEESPORT - GRANGEMOUTH SERVICE
MSCU,INENR,BGVAR,LKCMB;ITGIT;TRTEK,;;;
MSCU,USBAL,PECLL,DOCAU,;
MSCU,LTKLJ,USJAX,,
MAEU,BEANR,SGSIN,,
MAEU,BEANR,SGSIN,MAPTM,;
MSCU,CNXMN,DEBRV,MYTPP,;
MSCU,CNDLC,AUSYD,SGSIN,;
MSCU,BEANR,NZWLG,AUSYD,;
MSCU,BEANR,NZWLG,SGSIN,LION SERVICE;
MSCU,MYTPP,NZAKL,,
MSCU,INNSA,ILASH,ILHFA,;
MSCU,USHOU,QAHMD,AEAUH,;
MSCU,MMRGN,ESVLC,SGSIN,;
MSCU,CNNGB,FRLEH,,
MSCU,CNNGB,FRLEH,BEANR,LION SERVICE;
MSCU,CNTXG,ALDRZ,CNNGB;ITGIT,;;
MSCU,BEANR,QAHMD,AEAUH,;MALABAR SERVICE
MSCU,BEANR,QAHMD,AEAUH,;
MSCU,NZNPE,USOAK,NZTRG;PACTB;PAROD,CAPRICORN SERVICE;;;
MSCU,USLGB,JPTYO,KRPUS,;
MSCU,MMRGN,MXLZC,SGSIN;KRPUS,;IPANEMA SERVICE;ANDES EXPRESS SERVICE
MAEU,CNDLC,TRAMR,KRUSN;CNNGB,;;
MSCU,CNXMN,NLRTM,,
MSCU,CNFOC,NLRTM,CNXMN,;
MSCU,PTSIE,CLSAI,,
MSCU,KEMBA,PTSIE,SAKAC,;
MSCU,USNYC,CNTXG,MYTPP,;
MSCU,MMRGN,NLRTM,MYTPP,;LION SERVICE
MAEU,CNJMN,ARBUE,HKHKG,;
MSCU,TRALI,GBFXT,,
MSCU,CNXMN,NZAKL,SGSIN,;
MSCU,CNNGB,USOAK,,
MSCU,TRGEM,CAMTR,PTSIE,;CANADA EXPRESS 1
MSCU,KEMBA,SEGOT,SAKAC;BEANR,;;
MSCU,USOAK,NOOSL,PAROD;BEANR,;;
MSCU,MXATM,DEHAM,DEBRV,;
MAEU,CNJMN,DKAAR,CNNSA;MYTPP,;;
MSCU,CNTXG,AUMEL,CNTAO,;
MSCU,CNTXG,AUMEL,SGSIN,;CAPRICORN SERVICE
MSCU,FRLEH,USBOS,BEANR,;
MSCU,USOAK,NLRTM,PAROD,;
MSCU,LVRIX,USLAX,BEANR;PTSIE,;;
MSCU,USORF,IDJKT,MYTPP,;
MSCU,MYPEN,TRYAR,SGSIN,;
MAEU,CNNSA,FRFOS,ESBCN,AE11;
MSCU,CNTXG,USLGB,KRPUS,;
MSCU,ZADUR,USCHS,,
MSCU,CNNSA,ESVLC,,
MSCU,USORF,MXATM,BSFPO,;
MSCU,MXVER,ARBUE,,
MSCU,USORF,VNVUT,MYTPP,;
MSCU,MYTPP,USPHL,DEBRV,;
MAEU,CNSHA,DOCAU,PABLB;PAMIT,AC3;;
MSCU,CNXMN,USLAX,,PEARL SERVICE
MSCU,CNTXG,AUADL,SGSIN,;CAPRICORN SERVICE
MSCU,CNSHA,PLGDY,BEANR,LION SERVICE;
MSCU,USORF,MYPEN,MYTPP,;
MSCU,MXVER,BRNVT,,
MSCU,VNHPH,BRNVT,SGSIN,;IPANEMA SERVICE
MSCU,VNHPH,BRNVT,MYTPP;PTSIE,;LION SERVICE;
MSCU,VNHPH,BRNVT,SGSIN;ESVLC,;;
MSCU,MZMNC,SIKOP,MUPLU;ZADUR;ESLPA;ITGIT,INDIAN OCEAN RELAY SERVICE 4;;;TURKIYE - WEST MED - WAF SERVICE;
MAEU,CNTAO,EETLL,DEBRV,;
MSCU,VNVUT,CLSAI,KRPUS,;ANDES EXPRESS SERVICE
MSCU,INMUN,HRRJK,ITGIT,;
MSCU,DEHAM,SAKAC,,
MSCU,USSAV,AEJEA,,
MSCU,USSAV,AEJEA,SAKAC,;
MSCU,MYPEN,ESVLC,SGSIN,;
MSCU,NLRTM,BHKBS,SAKAC;AEAUH,;;
MAEU,CNTAO,ITVCE,KRUSN;CNNGB;ITTRS,AE11;AE11;;
MSCU,USHOU,CLSAI,PACTB,;
MSCU,INNSA,ECGYE,BEANR,;
MSCU,DKAAR,CNTAO,SGSIN,;
MSCU,VNVUT,ECGYE,CNYTN;KRPUS,PEARL SERVICE;;
MSCU,NLRTM,AUBNE,SGSIN,;
MSCU,NLRTM,AUBNE,AUSYD,;
MSCU,NLRTM,DOHAI,DOCAU,;
MAEU,CNTAO,NOSVG,DEBRV,;
MSCU,CNXMN,PLGDN,MYTPP,;
MSCU,INNSA,TRDRC,INMUN;TRTEK,;;
MSCU,INNSA,TRDRC,ITGIT,;TURKIYE - WEST MED - WAF SERVICE
MSCU,ESBCN,BRSSZ,,
MSCU,ZACPT,BEANR,,
MSCU,PTSIE,AUSYD,SGSIN,LION SERVICE;
MSCU,PTSIE,AUSYD,FRLEH,;
MSCU,VNVUT,ITGOA,SGSIN,;
MSCU,NLRTM,SADMM,SAKAC;AEAUH,;;
MAEU,CNTAO,NZTRG,MYTPP,;
MSCU,PKBQM,PAROD,PTSIE,;
MSCU,USCHS,INENR,SAKAC;LKCMB,;;
MSCU,ESBCN,USNYC,,
MSCU,ZAPLZ,CAMTR,BSFPO,;
MSCU,SEGOT,SGSIN,,
MSCU,ZADUR,KEMBA,,
MSCU,NOLAR,USPEF,BEANR;PTSIE,;;
MSCU,NOLAR,USPEF,BEANR;BSFPO,;;
MAEU,CNTAO,ROCND,EGPSE,AE11;
MSCU,DEBRV,AUMEL,MYTPP,;CAPRICORN SERVICE
MSCU,BEANR,THSGZ,SGSIN,LION SERVICE;
MSCU,INMUN,ILASH,ILHFA,;
MSCU,SESTO,THLCH,BEANR,;LION SERVICE
MSCU,AEJEA,KEMBA,,
MAEU,CNTXG,CLSAI,KRKAN,;AC3
MSCU,CNSHA,NZAKL,AUBNE,;
MSCU,CNSHA,NZAKL,SGSIN,;
MSCU,GBFXT,CNTXG,SGSIN,;
MSCU,INTUT,DEBRV,LKCMB;BEANR,;;
MSCU,INTUT,DEBRV,LKCMB;DEHAM,;;
MSCU,INTUT,DEBRV,LKCMB;PTSIE,;;
MSCU,CNFOC,BEANR,CNXMN;MYTPP,;;LION SERVICE
MSCU,CNFOC,BEANR,CNXMN;MYTPP,;;
MSCU,TRDRC,USHOU,GRPIR;PTSIE,;;
MSCU,ARBUE,DEBRV,,
MAEU,CNTXG,FRFOS,ESALG,;
MSCU,CNSHA,USLAX,,
MSCU,INCOK,TRIST,LKCMB;SAKAC,;;
MSCU,INCOK,TRIST,LKCMB;ITGIT;TRTEK,;;;
MSCU,INCOK,TRIST,LKCMB;ESVLC;GRPIR,;;;
MSCU,ITGOA,JPUKB,KRPUS,;
MSCU,USCHS,JPTYO,KRPUS,;
MSCU,ARBUE,PACTB,,
MSCU,PTSIE,PECLL,,
MAEU,CNXMN,DEBRV,MYTPP,;
MAEU,PHBTG,USLGB,CNSHA,;;TP2
MSCU,PKBQM,ESVLC,INMUN,;
MSCU,INHZA,PLGDY,,
MSCU,INHZA,PLGDY,INMUN,;
MSCU,NZWLG,GBLGP,SGSIN,;
MSCU,USCHS,LRMLW,ESVLC;TGLFW,;TURKIYE - WEST MED - WAF SERVICE;GULF OF GUINEA FEEDER SERVICE
MSCU,AUMEL,CAMTR,ESVLC,;CANADA EXPRESS 2
MSCU,SEGOT,CNTXG,,
MAEU,DEBRV,AUSYD,SGSIN,;
MSCU,VNHPH,GBFXT,MYTPP,;
MSCU,INMUN,DKAAR,BEANR,;
MSCU,THLCH,NZLYT,,
MSCU,CNNSA,NZAKL,SGSIN,;
MSCU,USNYC,DEHAM,DEBRV,;
MSCU,BDCGP,ITAOI,SGSIN;ITGIT,;;
MSCU,SEGOT,MXVER,DEBRV,;
MAEU,DEBRV,QADOH,OMSLL,;
MAEU,ROCND,JPSDJ,EGPSE;SGSIN;CNSHA;JPYOK,;;;;
MAEU,ROCND,JPSDJ,EGPSE;SGSIN;CNSHA;JPYOK,;AE11;;;
MSCU,CNSHA,BRSSZ,ESVLC,;
MSCU,CNSHA,BRSSZ,,IPANEMA SERVICE
MSCU,CNSHA,BRSSZ,DOCAU,SANTANA SERVICE;
MSCU,CNSHA,BRSSZ,PTSIE,LION SERVICE;
MSCU,MYPEN,ITGOA,SGSIN,;
MSCU,THLCH,USLAX,CNSHA,;
MSCU,CNSHA,DKCPH,BEANR,LION SERVICE;
MSCU,USOAK,ZADUR,PACTB;BSFPO,;;
MSCU,SIKOP,AUBNE,ITGIT;AUSYD,;;
MAEU,DEBRV,USMOB,,TA3
MSCU,CNNGB,ITBRI,ITGIT,;
MSCU,THLCH,NOOSL,MYTPP;BEANR,;LION SERVICE;
MSCU,THLCH,NOOSL,MYTPP;BEANR,;;
MSCU,TRALI,PTSIE,,
MSCU,CNSHA,ITCAG,ITGIT,;
MSCU,VNHPH,DEBRV,MYTPP,;
MSCU,BEANR,TRISK,,
MSCU,SVAQJ,PABLB,,
MAEU,DEHAM,MXVER,,
MSCU,BDCGP,AUSYD,SGSIN,;
MSCU,CNNSA,NLRTM,MYTPP,;LION SERVICE
MSCU,USNYC,BRSSZ,,
MSCU,CNTXG,ITTRS,,
MSCU,ZACPT,DEHAM,,
MSCU,BRPNG,COBUN,PACTB;PAROD,;;ANDES EXPRESS SERVICE
MSCU,THLCH,BGVAR,SGSIN;TRTEK,;;
MAEU,DKAAR,CNTAO,CNSHA,;
MSCU,BEANR,ILASH,,
MSCU,CNSHA,THLCH,,
MSCU,USNYC,NLRTM,BEANR,;
MSCU,ZACPT,FIRAU,BEANR,;
MSCU,BRSSA,CAVAN,PACTB;PAROD,;;
MSCU,THLCH,DOCAU,VNHPH,;SANTANA SERVICE
MAEU,DKFRC,USPEF,DEBRV;PAMIT,;;
MSCU,DEHAM,EGEDK,BEANR,;
MSCU,CNSHA,USILM,,
MSCU,UYMVD,USPHL,PACTB,;
MSCU,CNXMN,BRSSZ,SGSIN,;IPANEMA SERVICE
MSCU,CNXMN,BRSSZ,MYTPP;PTSIE,;LION SERVICE;
MSCU,ZACPT,USOAK,BSFPO;PAROD,;LONE STAR EXPRESS;
MSCU,THLCH,USJAX,SGSIN,;
MAEU,ESALG,BJCOO,,
MSCU,IDJKT,PECLL,KRPUS,;ANDES EXPRESS SERVICE
MSCU,CNSHA,ZAZBA,,
MSCU,BEANR,MYPKG,SGSIN,LION SERVICE;
MSCU,CNXMN,PECLL,,ANDES EXPRESS SERVICE
MSCU,TRALI,USSAV,,
MAEU,ESALG,USHOU,,
MSCU,BEANR,JPTYO,SGSIN;KRPUS,LION SERVICE;IPANEMA SERVICE;
MSCU,CNSHK,CLSAI,,ANDES EXPRESS SERVICE
MSCU,BEANR,PHMNN,SGSIN,LION SERVICE;
MSCU,DEBRV,QAHMD,BEANR;AEAUH,;;MALABAR SERVICE
MSCU,AEJEA,USCHS,,
MSCU,CNDLC,USOAK,KRPUS,;
MSCU,TRDRC,MXATM,GRPIR;PTSIE,;;
MSCU,CNTAO,INMUN,,
ONEY,THLCH,USNYC,,EC5
ONEY,PECLL,ECGYE,,AX3
ONEY,PECLL,ECGYE,,GPX
OOLU,THLCH,USLAX,HKHKG;USLGB,;KTX2;PVCS;
OOLU,THLCH,USLAX,,;;
OOLU,THLCH,USLAX,CNYTN,;;PCS1;
SEAU,BRSSZ,USPEF,,
ZIMU,NLRTM,INNSA,ILHFA,ZMI;ZMI
ZIMU,NLRTM,INNSA,,ZMI
MSCU,CNNGB,BDCGP,SGSIN,;
MSCU,CNTAO,ITPMO,ITGIT,;
ONEY,CNDLC,USCHS,KRPUS,BH3;EC2
ONEY,CNDLC,USCHS,KRPUS,BH3;EC1
ONEY,TRALI,DEHAM,,NTX
ONEY,USNYC,INNSA,,IEX
OOLU,CNYTN,FRLEH,,;LL4;
OOLU,CNYTN,FRLEH,,;LL5;
OOLU,CNYTN,FRLEH,BEZEE,;LL1;
OOLU,CNYTN,FRLEH,BEZEE,;LL3;
OOLU,MYPKG,AUSYD,,;ASA;
OOLU,MYPKG,AUSYD,SGSIN,;BSS;AAA1;
OOLU,MYPKG,AUSYD,,;AAA2;
SEAU,COBUN,CLSAI,,
ZIMU,ITGOA,USSAV,,ZCA
ZIMU,ITGOA,USSAV,,ZCI
MSCU,CNNGB,FIHEL,BEANR,LION SERVICE;
MSCU,CNNGB,FIHEL,BEANR,;
MSCU,CNTAO,MEBAR,ITGIT,;
ONEY,CNXMN,BEANR,,FE3
ONEY,USCHS,ECGYE,COCNR;PAROD,EC2;AL5;GPX
ONEY,USCHS,ECGYE,PAROD,EC1;GPX
ONEY,USORF,DEHAM,,AL3
ONEY,USORF,DEHAM,,AL2
OOLU,GBGRG,TWKEL,NLRTM;TWKHH,;GBL1;LL6;
OOLU,GBGRG,TWKEL,NLRTM;TWKHH,;GBL1;LL6;;
OOLU,GBGRG,TWKEL,GBSOU;CNTAO;KRPUS;TWKHH,;LL5;WM2;PNW1;
OOLU,GBGRG,TWKEL,GBSOU;CNYTN;HKHKG;TWKHH,;LL5;;PVCS;
OOLU,GBGRG,TWKEL,GBSOU;CNYTN;HKHKG;TWKHH,;LL5;;PNW1;
OOLU,GBGRG,TWKEL,GBSOU;NLRTM;HKHKG;TWKHH,;ATE1;LL3;PVCS;
OOLU,GBGRG,TWKEL,GBSOU;NLRTM;HKHKG;TWKHH,;ATE1;LL3;PNW1;
OOLU,GBGRG,TWKEL,NLRTM;TWKHH,;;LL6;
OOLU,GBGRG,TWKEL,NLRTM;TWKHH,;;LL6;;
OOLU,MYPKG,DEHAM,SGSIN,;ITS;LL4;
OOLU,MYPKG,DEHAM,SGSIN,;ITS;LL6;
OOLU,MYPKG,DEHAM,SGSIN;DEWVN,;ITS;LL1;
OOLU,MYPKG,DEHAM,SGSIN,;ITS;LL7;
OOLU,MYPKG,DEHAM,SGSIN;BEANR;DEBRV,;ITS;LL2;ATE1;
OOLU,MYPKG,DEHAM,SGSIN,;BSS;LL3;
OOLU,MYPKG,DEHAM,SGSIN,;BSS;LL6;
OOLU,MYPKG,DEHAM,SGSIN,;BSS;LL2;
OOLU,MYPKG,DEHAM,SGSIN;DEWVN,;BSS;LL1;
OOLU,MYPKG,DEHAM,SGSIN,;BSS;LL7;
OOLU,MYPKG,DEHAM,SGSIN,;;LL4;
OOLU,MYPKG,DEHAM,SGSIN,;BSS;LL4;
OOLU,MYPKG,DEHAM,SGSIN;BEANR;DEBRV,;;LL2;ATE1;
OOLU,MYPKG,DEHAM,SGSIN;DEWVN,;VJS;LL1;
SEAU,GTPBR,COBAQ,PAMIT,;
ZIMU,THLCH,AUSYD,,TFX
MSCU,CNNGB,GBBEL,BEANR,LION SERVICE;
MSCU,CNNGB,GBBEL,BEANR,;
MSCU,CNTAO,USPDX,,CHINOOK
ONEY,INNSA,MXZLO,SGSIN;KRPUS,PS3;SX1;AX2
ONEY,INNSA,MXZLO,SGSIN;KRPUS,PS3;SX1;AX1
ONEY,INNSA,MXZLO,SGSIN;KRPUS,PS3;MD2;AX3
ONEY,INNSA,MXZLO,SGSIN;KRPUS,PS3;MD1;AX3
ONEY,INNSA,MXZLO,SGSIN;KRPUS,PS3;MD2;AX2
ONEY,INNSA,MXZLO,SGSIN;KRPUS,PS3;MD3;AX2
ONEY,INNSA,MXZLO,SGSIN;KRPUS,NCI;AR1;AX1
ONEY,INNSA,MXZLO,HKHKG,CIP;AX1
ONEY,INNSA,MXZLO,HKHKG,CIP;AX2
ONEY,INNSA,MXZLO,SGSIN;KRPUS,TIP;MD3;AX1
ONEY,INNSA,MXZLO,SGSIN;KRPUS,TIP;SX1;AX1
ONEY,INNSA,MXZLO,SGSIN;KRPUS,TIP;FE4;AX3
ONEY,USCHS,TWKHH,,
ONEY,USCHS,TWKHH,,EC1
ONEY,USSAV,ECGYE,PAROD,EC1;GPX
OOLU,CNNGB,AUFRE,SGSIN,;;AWX;
OOLU,CNNGB,AUFRE,SGSIN,;;AAA2;
OOLU,CNNGB,AUFRE,SGSIN,;LL4;AWX;
OOLU,CNNGB,AUFRE,SGSIN,;LL4;AAA2;
OOLU,CNNGB,AUFRE,SGSIN,;CSS1;AWX;
OOLU,CNNGB,AUFRE,SGSIN,;CSS1;AAA2;
OOLU,CNNGB,AUFRE,SGSIN,;CPX;AWX;
OOLU,CNNGB,AUFRE,SGSIN,;CPX;AAA2;
OOLU,CNNGB,AUFRE,SGSIN,;ME5;AWX;
OOLU,CNNGB,AUFRE,SGSIN,;ME5;AAA2;
OOLU,MYPKG,NZAKL,,;NZS;
MSCU,CNNGB,QAHMD,,
MSCU,CNTAO,ZAZBA,,
ONEY,MMRGN,GBSOU,SGSIN,SMM;FE3
ONEY,USLAX,BEANR,,AL5
OOLU,CNYTN,USLAX,USLGB,;PVCS;
OOLU,CNYTN,USLAX,,;;
OOLU,CNYTN,USLAX,,;PCS2;
OOLU,CNYTN,USLAX,,;PCS1;
OOLU,NLRTM,AUBNE,SGSIN,;LL3;ASA;
OOLU,NLRTM,AUBNE,SGSIN,;LL3;AAA1;
OOLU,NLRTM,AUBNE,MYPKG,;LL4;ASA;
SEAU,USBAL,CLVAP,PAMIT;PABLB,;;
ONEY,SGSIN,PAMIT,KRPUS,SX1;EC1
ONEY,SGSIN,PAMIT,KRPUS,KCS;EC1
ONEY,SGSIN,PAMIT,KRPUS,MD3;EC1
ONEY,SGSIN,PAMIT,KRPUS,MD1;EC1
ONEY,SGSIN,PAMIT,KRPUS,MD2;EC1
ONEY,USLGB,KRKAN,,CP8
ONEY,USTIW,IDSUB,SGSIN,PN2;
ONEY,USTIW,IDSUB,HKHKG,PN3;CIM
ONEY,USTIW,IDSUB,CNNGB,PN4;CID
OOLU,DEHAM,NZAKL,MYPKG,;LL4;NZS;
OOLU,DEHAM,NZAKL,SGSIN,;LL3;NZS;
OOLU,NZNPE,VNHPH,SGSIN,;NZS;FCS2;
OOLU,NZNPE,VNHPH,MYPKG,;NZS;VJS;
OOLU,NZNPE,VNHPH,HKHKG,;CNS;HPH2;
SEAU,USHOU,COCTG,,
ZIMU,USHOU,PECLL,JMKIN,CGX;ZCX
MSCU,CNTXG,BRSUA,CNNGB;ESVLC,;;
ONEY,KHPNH,JPTYO,VNCMT,9VA;JT1
ONEY,KHPNH,JPTYO,VNCMT,9VA;JSM
ONEY,KHPNH,JPTYO,VNCMT,9VA;JS3
ONEY,USSAV,CNSHA,,EC1
ONEY,USSAV,CNSHA,,EC2
ONEY,USTIW,KRPUS,,PN3
ONEY,USTIW,KRPUS,,PN4
OOLU,DEBRV,USHOU,,;ATG1;
OOLU,PLGDN,JPTYO,PLGDY;NLRTM;TWKHH,;SBE5;LL6;KTX3;
OOLU,PLGDN,JPTYO,PLGDY;NLRTM;MYPKG,;SBE5;LL4;KTX6;
OOLU,PLGDN,JPTYO,PLGDY;NLRTM;CNNGB,;SBE5;LL6;;
OOLU,PLGDN,JPTYO,PLGDY;NLRTM;HKHKG,;SBE5;LL3;KTX3;
OOLU,PLGDN,JPTYO,PLGDY;NLRTM;HKHKG,;SBE5;LL3;KTX2;
OOLU,PLGDN,JPTYO,PLGDY;NLRTM;CNNGB,;SBE5;LL5;;
OOLU,PLGDN,JPTYO,PLGDY;NLRTM;CNNGB,;SBE5;LL4;;
OOLU,PLGDN,JPTYO,SGSIN,;LL1;KTX3;
OOLU,PLGDN,JPTYO,CNNGB,;LL1;;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;TWKHH,;;LL6;KTX3;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;SGSIN,;;LL3;KTX3;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;CNNGB,;;LL2;;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;SGSIN,;;LL3;KTX6;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;CNNGB,;;LL4;;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;CNNGB,;;LL6;;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;HKHKG,;;LL3;KTX3;
OOLU,PLGDN,JPTYO,PLGDY;DEHAM;HKHKG,;;LL3;KTX2;
SEAU,BRSSZ,COBUN,PACTB;PABLB,;;
MSCU,CNTXG,PTSIE,CNNGB,;LION SERVICE
ONEY,USOAK,NLRTM,,AL5
ONEY,USSAV,CNTXG,KRPUS,EC2;
ONEY,USTIW,TWKHH,,PN1
ONEY,USTIW,TWKHH,,PN3
OOLU,GBGRG,INMUN,NLRTM,;GBL1;IP1;
OOLU,GBGRG,INMUN,GBSOU,;IP1;
OOLU,GBGRG,INMUN,NLRTM,;GBL1;IP2;
OOLU,GBGRG,INMUN,GBGRK;GBSOU;SAJED,;UIS;LL5;IEX;
OOLU,GBGRG,INMUN,GBGRK;GBSOU,;UIS;IP1;
OOLU,GBGRG,INMUN,GBSOU;SAJED,;LL5;IEX;
OOLU,GBGRG,INMUN,NLRTM,;;IP2;
OOLU,GBGRG,INMUN,NLRTM,;;IP1;
OOLU,TRIST,AUMEL,TRAMR;MYPKG,;EM1;AAA2;
OOLU,TRIST,AUMEL,TRAMR;MYPKG,;EM1;ASA;
SEAU,CLSAI,PECLL,,
ZIMU,CNNGB,CAVAN,KRPUS,ZGC;ZNP
ZIMU,CNNGB,CAVAN,KRPUS,ZCP;ZNP
ZIMU,CNNGB,CAVAN,KRPUS,ZBA;ZNP
MSCU,CNNSA,ARBUE,MYTPP;PTSIE,;LION SERVICE;
MSCU,CNNSA,ARBUE,ESVLC;BRSSZ,;;
MSCU,CNNSA,ARBUE,SGSIN,;IPANEMA SERVICE
MSCU,CNTXG,TRIST,CNNGB,;
ONEY,USORF,JPIYM,KRPUS,EC2;8K6
ONEY,VNCMT,AUFRE,SGSIN,EC5;WAU
ONEY,VNCMT,AUFRE,SGSIN,FE5;WAU
ONEY,VNCMT,AUFRE,SGSIN,;WAU
OOLU,BDCGP,HKHKG,SGSIN,;;CIX3;
OOLU,BDCGP,HKHKG,MYPKG,;;CIX3;
OOLU,BDCGP,HKHKG,SGSIN,;;KTX3;
OOLU,TRIZT,JPOSA,CNSHK,;EM1;KTX2;
SEAU,COBAQ,MXVER,COCTG,;
ZIMU,NLRTM,ILASH,,ZMI
MSCU,CNNSA,FRFOS,SGSIN,;
ONEY,FRLEH,USOAK,,AL5
ONEY,ZACPT,JPTYO,SGSIN,SAS;
ONEY,ZACPT,JPTYO,SGSIN,SAS;JID
ONEY,ZACPT,JPTYO,SGSIN,SAS;JSM
ONEY,ZACPT,JPTYO,TWKHH,SAS;JVH
ONEY,ZACPT,JPTYO,TWKHH,SAS;PN1
ONEY,ZACPT,JPTYO,CNXMN,SAS;JCV
